"movieid";"writerid";"addition"
2238427;36966;"(libretto)  <1,1,1>"
2238427;78829;"(adapted for the screen by)  <2,1,2>"
2238427;332709;"(inspired by play ""Othello"") (uncredited)  <3,1,1>"
2238427;404396;"(adaptation)  <2,1,1>"
2238465;332709;"(play)"
2238483;278588;"(adaptation)  <2,1,1>"
2238483;332709;"(play)  <1,1,1>"
2238595;54400;"(novel)  <1,1,1>"
2238595;114443;"(screenplay)  <2,1,1>"
2238595;309137;"(screenplay)  <2,1,2>"
2239654;60844;"(screenplay)  <2,1,3>"
2239654;75316;"(screenplay)  <2,1,2>"
2239654;393041;"(play)  <1,1,1>"
2239654;393041;"(screenplay)  <2,1,1>"
2239941;35373;"(book ""Out of Africa"" and other writings)  <1,1,1>"
2239941;219641;"(screenplay)  <4,1,1>"
2239941;364614;"(book ""Isak Dinesen: The Life of a Story Teller"")  <2,1,1>"
2239941;369895;"(book ""Silence Will Speak"")  <3,1,1>"
2240178;118366;"(screenplay)  <2,1,1>"
2240178;210123;"(novel)  <1,1,1>"
2240406;51669;"(uncredited)"
2240406;110518;"(uncredited)"
2240406;224958;"(novel ""Build My Gallows High"") (as Geoffrey Homes)  <2,1,1>"
2240406;224958;"(screenplay) (as Geoffrey Homes)  <1,1,1>"
2240516;170866;"(written by)  <1,1,1>"
2240566;99157;"(written by)  <1,1,1>"
2240566;290411;"(written by)  <1,1,2>"
2240849;92652;"(written by)  <1,1,1>"
2240934;54909;"(written by)  <1,1,1>"
2240936;73193;"(screenplay)  <1,1,2>"
2240936;108942;"(screenplay)  <1,1,3>"
2240936;108948;"(novel)  <2,1,1>"
2240936;108948;"(screenplay)  <1,1,1>"
2241542;35667;"(written by)  <1,2,1>"
2241542;329768;"(written by)  <1,1,1>"
2241805;334432;"(writer)"
2242954;295070;"(written by)  <1,1,1>"
2243968;156739;"(written by)  <1,1,1>"
2244080;189828;"(screenplay)  <1,1,1>"
2244080;268733;"(from the musical play book by)  <2,1,1>"
2244271;50092;"(written by)  <1,1,1>"
2244271;336183;"(written by)  <1,1,2>"
2244488;61847;"(novel ""Just Another Sucker"")  <1,1,1>"
2244488;120754;"(screenplay)  <2,1,1>"
2244550;200466;""
2244550;200467;""
2245091;211884;"(story and screenplay)  <1,1,1>"
2245138;46671;""
2245138;112136;"(dialogue)"
2245138;226810;""
2246169;174395;"(novel)"
2246169;400952;""
2246675;61743;"(book ""Papillon"")  <2,1,1>"
2246675;330908;"(screenplay)  <1,2,1>"
2246675;369799;"(screenplay)  <1,1,1>"
2247366;29337;"(written by)  <2,1,1>"
2247366;129953;"(story)  <1,1,1>"
2247366;173318;"(diaries)"
2247366;240284;"(story)  <1,2,2>"
2247594;402287;""
2247913;2313;"<1,1,1>"
2247913;211248;"<1,1,3>"
2247913;335894;"<1,1,2>"
2248232;124055;"(screenplay)  <2,1,1>"
2248232;124055;"(story)  <1,1,1>"
2248232;163030;"(story)  <1,1,3>"
2248232;226600;"(screenplay)  <2,1,2>"
2248232;226600;"(story)  <1,1,2>"
2248473;389344;""
2248574;385311;"(novel)  <2,1,1>"
2248574;385311;"(written by)  <1,1,1>"
2248580;56631;"(adaptation)  <1,1,1>"
2248580;334435;"(written by)  <2,1,1>"
2249442;33223;"(screenplay)"
2249442;33223;"(story)"
2249442;122411;"(story)"
2249442;382557;"(screenplay)"
2249442;382557;"(story)"
2250014;390416;"(written by)  <1,1,1>"
2250495;324324;"(written by)  <1,1,1>"
2250593;77991;"(screenplay)  <2,1,1>"
2250593;83601;"(story) (as Honoré De Balzac)  <1,1,1>"
2250593;100827;"(additional script)  <3,1,1>"
2250599;23856;"(written by) (as Ron Bass)  <1,1,1>"
2250599;112273;"(written by)  <1,2,1>"
2251093;1922;"(book ""Gesundheit: Good Health Is a Laughing Matter"") (as Hunter Doherty Adams)  <1,1,1>"
2251093;258209;"(book ""Gesundheit: Good Health Is a Laughing Matter"")  <1,2,1>"
2251093;269944;"(screenplay)  <2,1,1>"
2251197;20355;"(novel)"
2251197;300380;"(screenplay)"
2251241;67980;"(based on the novel ""Paths of Glory"" by)  <2,1,1>"
2251241;198001;"(screenplay)  <1,1,1>"
2251241;363856;"(screenplay)  <1,2,1>"
2251241;394577;"(screenplay)  <1,1,2>"
2251547;66356;"(novel)  <1,1,1>"
2251547;167653;"(screenplay)  <2,1,1>"
2251547;350571;"(screenplay)  <2,2,1>"
2251761;41235;"(based on factual material from ""Patton: Ordeal and Triumph"")  <2,2,1>"
2251761;72405;"(screen story and screenplay)  <1,1,1>"
2251761;108390;"(based on factual material from ""Patton: Ordeal and Triumph"")  <2,1,1>"
2251761;266533;"(screen story and screenplay)  <1,2,1>"
2251833;40380;"(novels ""The Story of Lahsen and Idir"", ""Call at Corazon"" and ""Allal"")"
2251833;325901;""
2251833;382128;""
2252075;75064;"(written by)  <1,1,1>"
2252158;121319;"(story and screenplay)"
2252158;218510;"(inspiration) (uncredited)"
2252158;317884;"(story and screenplay)"
2252485;298878;""
2252917;178702;""
2252917;405737;""
2253153;387310;"(written by)  <1,1,1>"
2253332;150228;"(written by)  <1,1,1>"
2253332;303455;"(written by)  <1,1,2>"
2253332;377046;"(written by)  <1,1,3>"
2253441;229596;"(original story)  <1,1,1>"
2253441;229596;"(screenplay)  <2,1,1>"
2253567;209122;"(written by)  <1,1,1>"
2253567;322927;"(written by)  <1,1,2>"
2254216;108238;"(written by)"
2254219;108238;"(written by)  <1,1,1>"
2254327;62319;"(story)"
2254327;317157;"(screenplay)"
2255035;90477;"(uncredited)  <4,1,1>"
2255035;94013;"(uncredited)  <4,1,2>"
2255035;210246;"(scenario)  <1,1,1>"
2255035;210246;"(screenplay)  <2,2,1>"
2255035;254018;"(scenario)  <1,2,1>"
2255035;380859;"(dialogue: English version)  <3,1,1>"
2255035;380859;"(screenplay)  <2,1,1>"
2255064;37373;"(story) (as A. Bonzzoni)  <2,1,1>"
2255064;58556;"(screenplay)  <3,1,1>"
2255064;58556;"(story)  <2,1,2>"
2255064;70342;"(screenplay) (as Jaime Comas)  <3,1,2>"
2255064;90477;"(uncredited)"
2255064;188294;"(screenplay ""Yojimbo"") (uncredited)  <1,1,1>"
2255064;199172;"(screenplay ""Yojimbo"") (uncredited)  <1,1,2>"
2255064;210246;"(screenplay)  <3,1,3>"
2255064;210246;"(story)  <2,1,3>"
2255064;362135;"(uncredited)"
2255064;374628;"(uncredited)"
2255408;256520;"(screenplay)  <1,1,1>"
2255408;358309;"(novel)  <2,1,1>"
2256004;347579;"(book)  <1,1,1>"
2256004;378267;"(screenplay)  <2,1,1>"
2256605;16085;"(novel)  <1,1,1>"
2256605;86087;"(screenplay)  <2,1,1>"
2257031;189747;"(novel)  <1,1,1>"
2257031;189747;"(screenplay)  <2,1,1>"
2257033;274329;"(written by)  <1,1,1>"
2257129;112318;"(story)  <2,2,1>"
2257129;229774;"(screenplay)  <1,1,1>"
2257129;246290;"(story)  <2,1,1>"
2257265;20702;"(story)  <2,1,6>"
2257265;22770;"(play ""Peter Pan"") (as Sir James M. Barrie)  <1,1,1>"
2257265;74052;"(story) (as Bill Cottrell)  <2,1,8>"
2257265;156788;"(story)  <2,1,4>"
2257265;281909;"(story)  <2,1,3>"
2257265;282661;"(story)  <2,1,2>"
2257265;306297;"(story)  <2,1,5>"
2257265;329602;"(story)  <2,1,1>"
2257265;398809;"(story)  <2,1,7>"
2257381;29778;"(written by)  <1,2,1>"
2257381;315204;"(written by)  <1,1,1>"
2257901;73512;"(written by)  <1,1,1>"
2257904;73512;"(written by)  <1,1,1>"
2257905;73512;"(written by)  <1,1,1>"
2257906;73512;"(characters)  <1,1,1>"
2257906;73512;"(written by)  <2,1,1>"
2258068;194341;"(novel ""Phantoms"") (as Dean Koontz)  <1,1,1>"
2258068;194341;"(screenplay) (as Dean Koontz)  <2,1,1>"
2258079;154907;""
2258163;102860;"(screenplay)  <2,1,1>"
2258163;253485;"(screenplay)  <2,2,2>"
2258163;268963;"(story)  <1,1,1>"
2258163;268965;"(screenplay)  <2,2,1>"
2258163;268965;"(story)  <1,1,2>"
2258248;90566;"(written by) (as Gerald Dipego)  <1,1,1>"
2258328;267794;"(written by)  <1,1,1>"
2258588;305263;"(written by)  <1,1,1>"
2258957;266150;"(written by)  <1,1,1>"
2258958;13607;"(story)  <2,1,1>"
2258958;13607;"(voice over written by)  <3,1,1>"
2258958;13607;"(written by)  <1,1,1>"
2258958;142261;"(story)  <2,1,2>"
2258958;142261;"(voice over written by)  <3,1,2>"
2258958;387504;"(story)  <2,1,3>"
2259483;168149;"(play ""Picnic"")  <2,1,1>"
2259483;359515;"(screenplay)  <1,1,1>"
2259508;138080;"(screenplay)  <2,1,1>"
2259508;214341;"(novel)  <1,1,1>"
2259556;151132;"(screenplay)"
2259556;151132;"(story)"
2259556;151133;"(screenplay)"
2259556;151133;"(story)"
2259556;229313;"(story)"
2259586;55789;"(screenplay)  <2,2,1>"
2259586;295987;"(story)  <1,1,3>"
2259586;340578;"(screenplay)  <2,1,2>"
2259586;340578;"(story)  <1,1,2>"
2259586;344954;"(screenplay)  <2,1,1>"
2259586;344954;"(story)  <1,1,1>"
2261350;387310;""
2261353;387335;"(album ""The Wall"")  <1,1,1>"
2261353;387335;"(screenplay)  <2,1,1>"
2261598;24367;"(story adaptation)  <2,1,7>"
2261598;70036;"(from a story by) (as Collodi)  <1,1,1>"
2261598;74052;"(story adaptation)  <2,1,4>"
2261598;104239;"(story adaptation)  <2,1,2>"
2261598;281909;"(uncredited)"
2261598;282661;"(story adaptation)  <2,1,6>"
2261598;317819;"(story adaptation)  <2,1,5>"
2261598;329602;"(story adaptation)  <2,1,1>"
2261598;342765;"(story adaptation)  <2,1,3>"
2261929;308595;"(story)  <1,1,1>"
2261929;324324;"(screenplay)  <2,1,1>"
2261929;324324;"(story)  <1,2,1>"
2262428;233635;"(screenplay)  <1,1,1>"
2262428;289307;"(story ""The Pit and the Pendulum"")  <2,1,1>"
2262464;371801;"(screenplay)  <2,2,1>"
2262464;391159;"(screenplay)  <2,1,1>"
2262464;391159;"(story)  <1,1,1>"
2262464;391160;"(screenplay)  <2,1,2>"
2262464;391160;"(story)  <1,1,2>"
2262957;29054;"(written by)  <1,1,1>"
2263106;397567;"(written by)  <1,1,1>"
2263331;39740;"(novel)  <2,1,1>"
2263331;331554;"(screenplay)  <1,2,1>"
2263331;395198;"(screenplay)  <1,1,1>"
2263670;351632;"(written by)  <1,1,1>"
2263826;334316;"(written by)  <1,1,1>"
2264538;342233;"(written by)  <1,1,1>"
2264592;56538;"(written by)  <1,1,1>"
2264815;312992;"(written by)  <1,1,1>"
2265148;67882;"(adaptation and dialogue)  <2,1,1>"
2265148;143566;"(adaptation and dialogue) (as Paul Gegauff)  <2,1,2>"
2265148;157217;"(novel ""The Talented Mr Ripley/Monsieur Ripley"")  <1,1,1>"
2265188;148576;"(play)"
2265188;148576;"(screenplay)"
2265452;238952;"(screenplay)  <2,2,1>"
2265452;294838;"(screenplay)  <2,1,2>"
2265452;308002;"(earlier screenplay)  <1,1,1>"
2265452;383757;"(screenplay)  <2,1,1>"
2265771;33004;"(written by)  <1,1,1>"
2265771;47336;"(story)  <3,1,12>"
2265771;56978;"(additional story development)  <4,1,2>"
2265771;61296;"(additional story development)  <4,1,1>"
2265771;86639;"(additional story development)  <4,1,8>"
2265771;95057;"(additional story development)  <4,1,10>"
2265771;113201;"(additional story development)  <4,1,3>"
2265771;122208;"(based on an idea by)  <5,1,1>"
2265771;129212;"(story) (as Robert Gibbs)  <3,1,8>"
2265771;131577;"(story)  <3,1,7>"
2265771;133494;"(story)  <3,1,5>"
2265771;137193;"(story)  <3,1,2>"
2265771;137279;"(written by)  <1,1,2>"
2265771;159756;"(additional story development)  <4,1,5>"
2265771;175283;"(additional story development)  <4,1,4>"
2265771;180524;"(story)  <3,1,6>"
2265771;184351;"(story)  <3,1,1>"
2265771;191888;"(additional story development)  <4,1,11>"
2265771;199180;"(story)  <3,1,10>"
2265771;206262;"(written by)  <1,1,3>"
2265771;229305;"(story)  <3,1,11>"
2265771;234457;"(story)  <3,1,4>"
2265771;235775;"(additional story development)  <4,1,9>"
2265771;253500;"(story)  <3,1,9>"
2265771;293950;"(additional story development) (as Dave Pruiksma)  <4,1,6>"
2265771;299081;"(additional story development)  <4,1,7>"
2265771;339724;"(story supervisor: artistic)  <2,1,1>"
2265771;406095;"(story)  <3,1,3>"
2266198;339296;"(written by)  <1,1,1>"
2266555;127493;"(novels)  <1,1,1>"
2266555;152191;"(written by)  <2,1,1>"
2266574;132133;"(story)  <1,1,1>"
2266574;314756;"(screenplay)  <2,1,1>"
2266574;333852;"(screenplay) (as Katt Shea Ruben)  <2,1,2>"
2266575;189470;""
2266691;140451;"(adaptation written by: English version)  <3,1,1>"
2266691;145053;"(adaptation written by: English version)  <3,1,2>"
2266691;336227;"(written by)  <2,1,1>"
2266691;357939;"(creator)  <1,1,1>"
2266691;367781;"(adaptation written by: English version)  <3,1,3>"
2266891;336227;""
2266891;357939;"(original concept)"
2267111;169384;"(screenplay)  <1,1,1>"
2267111;169384;"(story)  <2,1,1>"
2267111;293635;"(screenplay)  <1,1,2>"
2267111;293635;"(story)  <2,1,2>"
2267111;395051;"(screenplay)  <1,2,1>"
2267114;35095;"(written by) (as Barry Blaustein)  <2,1,1>"
2267114;169384;"(characters created by)  <1,1,1>"
2267114;293635;"(characters created by)  <1,1,2>"
2267114;334060;"(written by)  <2,1,2>"
2267116;35095;"(characters) (uncredited)"
2267116;169384;"(characters creator)  <1,1,1>"
2267116;293635;"(characters creator)  <1,1,2>"
2267116;296251;"(written by)  <2,1,1>"
2267116;334060;"(characters) (uncredited)"
2267118;35095;"(characters) (uncredited)"
2267118;169384;"(characters)  <1,1,1>"
2267118;293635;"(characters)  <1,1,2>"
2267118;296251;"(written by)  <2,1,1>"
2267118;334060;"(characters) (uncredited)"
2267120;35095;"(characters) (uncredited)"
2267120;78166;"(written by) (as Stephen J. Curwick)  <2,1,1>"
2267120;169384;"(characters creator)  <1,1,1>"
2267120;293635;"(characters creator)  <1,1,2>"
2267120;296251;"(characters) (uncredited)"
2267120;334060;"(characters) (uncredited)"
2267121;78166;"(written by) (as Stephen J. Curwick)  <2,1,1>"
2267121;169384;"(characters)  <1,1,1>"
2267121;293635;"(characters)  <1,1,2>"
2267434;70951;"(written by)  <1,1,1>"
2267673;290992;"(novel)  <1,1,1>"
2267673;356042;"(written for the screen by)  <2,1,1>"
2267777;136822;"(screenplay)  <1,1,2>"
2267777;346413;"(screenplay)  <1,1,1>"
2267777;346413;"(story)  <2,1,1>"
2267777;379656;"(screenplay)  <1,1,3>"
2267780;136822;"(written by)"
2267780;379656;"(written by)"
2267781;110015;"(uncredited)"
2267781;334724;"(writer)"
2267781;357703;"(writer)"
2268063;70504;"(scenario collaborator: for first draft)  <2,1,1>"
2268063;93402;"(written by)  <1,1,1>"
2268776;109867;"(screenplay)  <1,1,1>"
2268776;330065;"(based on characters by)  <2,1,1>"
2269366;230477;"(book) (as Brig. Gen. S.L.A. Marshall USAR)  <1,1,1>"
2269366;388080;"(screenplay)  <2,1,1>"
2269410;66461;"(written by)  <1,1,1>"
2269426;66461;"(written by)  <1,1,3>"
2269426;272875;"(written by)  <1,1,2>"
2269426;355829;"(written by) (as Roger E. Swaybill)  <1,1,1>"
2269444;66461;"(characters)"
2269444;349343;""
2270182;61868;"(scenario)  <1,1,2>"
2270182;97502;"(scenario)  <1,1,1>"
2270749;371645;"(adaptation and dialogue)  <2,1,2>"
2270749;406420;"(adaptation and dialogue)  <2,1,1>"
2270749;406420;"(original screenplay)  <1,1,1>"
2271178;28770;"(story)  <2,1,1>"
2271178;43323;"(story)  <2,1,2>"
2271178;43666;"(idea)  <1,1,2>"
2271178;87548;"(screenplay)  <3,1,1>"
2271178;313521;"(idea)  <1,1,1>"
2271178;370753;"(story)  <2,1,3>"
2271822;320129;"(written by)  <1,1,1>"
2271870;153823;""
2272308;44600;"(screenplay)  <2,3,1>"
2272308;133152;"(screenplay)  <2,2,1>"
2272308;159506;"(novel)  <1,1,1>"
2272308;356008;"(screenplay)  <2,1,1>"
2272532;360521;"(written by)  <1,1,1>"
2273044;363280;"(written by)  <1,1,1>"
2273044;363287;"(written by)  <1,1,2>"
2273048;363280;"(characters)  <1,1,1>"
2273048;363280;"(written by)  <2,1,1>"
2273048;363287;"(characters)  <1,1,2>"
2273048;363287;"(written by)  <2,1,2>"
2273174;73057;"(written by)  <1,2,1>"
2273174;171884;"(written by)  <1,1,1>"
2273896;28908;""
2274575;206046;"(written by)  <1,1,1>"
2274590;164419;"(written by)  <1,1,1>"
2274790;29634;"(written by)  <1,1,1>"
2274852;28531;""
2274852;201425;"(book)"
2274949;238125;""
2275139;32391;"(screenplay)  <2,2,1>"
2275139;91378;"(novel)  <1,1,1>"
2275139;332503;"(screenplay)  <2,1,1>"
2275181;191320;"(novel) (as Anonymous)  <1,1,1>"
2275181;235163;"(screenplay)  <2,1,1>"
2275543;26173;"(screenplay)  <3,1,1>"
2275543;26173;"(story)  <2,1,1>"
2275543;117038;"(comic strip) (as Harold R. Foster)  <1,1,1>"
2275543;156882;"(screenplay)  <3,2,1>"
2275543;217869;"(screenplay) (as Carsten Lorenz)  <3,2,2>"
2275635;79927;"(based on the book by)  <2,1,1>"
2275635;219953;"(screenplay)  <1,2,1>"
2275635;292758;"(screenplay)  <1,1,1>"
2275709;16165;"(written by)  <1,1,1>"
2275709;389823;"(written by)  <1,1,2>"
2276353;243941;"(written by)  <1,1,1>"
2276353;245884;"(written by)  <1,1,3>"
2276353;336466;"(written by)  <1,1,2>"
2276841;35826;"(screenplay)  <2,1,1>"
2276841;180209;"(screenplay)  <2,2,1>"
2276841;350034;"(book)  <1,1,1>"
2276914;138508;"(writer)  <1,1,1>"
2276914;268930;"(writer)  <1,1,2>"
2277269;199098;"(novel ""Milyï drug, tovarichtch pokoïnika"")"
2277334;70701;"(novel)  <1,1,1>"
2277334;70701;"(screenplay)  <2,1,1>"
2277334;307408;"(screenplay)  <2,2,1>"
2277505;5666;"(written by)  <1,1,1>"
2277505;182050;"(written by)  <1,1,2>"
2277506;5666;"(characters)  <1,1,1>"
2277506;5666;"(written by)  <2,1,1>"
2277506;182050;"(characters)  <1,1,2>"
2277506;182050;"(written by)  <2,1,2>"
2278340;153403;"(screenplay and story) (as Robert Heinlein)  <1,1,1>"
2278340;329515;"(screenplay and story)  <1,2,1>"
2278576;137789;"(screenplay)  <1,1,1>"
2278576;143215;"(story)  <2,1,1>"
2278585;25524;""
2279852;7461;"(written by)  <1,1,1>"
2279852;336274;"(written by)  <1,1,2>"
2280097;35413;"(novel)  <2,1,1>"
2280097;348986;"(screenplay)  <1,1,1>"
2280098;35413;"(novel)  <1,1,1>"
2280098;348986;"(screenplay)  <2,1,1>"
2280101;49615;"(play)  <1,1,1>"
2280101;49615;"(screenplay)  <2,1,1>"
2280125;35413;"(characters)  <2,1,1>"
2280125;160260;"(written by)  <1,1,1>"
2280126;35413;"(characters)  <2,1,1>"
2280126;289387;"(written by)  <1,1,1>"
2280376;95049;"(writer)  <1,1,3>"
2280376;240022;"(writer)  <1,1,1>"
2280376;338993;"(writer)  <1,1,2>"
2280997;16304;"(story)  <1,2,1>"
2280997;359552;"(story)  <1,1,1>"
2280997;359552;"(written by)  <2,1,1>"
2281105;255208;"(written by)  <1,1,1>"
2281160;54966;"(screenplay)  <3,1,1>"
2281160;54966;"(story)  <2,1,1>"
2281160;127997;"(screenplay)  <3,2,1>"
2281160;178908;"(poem)  <1,1,1>"
2281160;389062;"(story) (as Richard C. Weinman)  <2,2,2>"
2281160;395904;"(story)  <2,2,1>"
2281612;403609;""
2282360;61594;"(screenplay)  <2,1,1>"
2282360;61607;"(screenplay)  <2,1,2>"
2282360;119765;"(article Something's Got To Give)  <1,1,1>"
2285092;26848;""
2285138;141716;"(screenplay)  <2,2,1>"
2285138;192114;"(screenplay)  <2,1,1>"
2285138;192114;"(story)  <1,1,1>"
2285139;192114;"(original story)  <1,1,1>"
2285139;192114;"(screenplay)  <2,1,1>"
2285647;323998;"(story)  <1,1,2>"
2285647;346607;"(screenplay)  <2,1,1>"
2285647;346607;"(story)  <1,1,1>"
2285997;61398;"(novel ""The King's Damosel"")  <1,1,1>"
2285997;84976;"(screenplay)  <2,1,1>"
2285997;109594;"(screenplay)  <2,3,1>"
2285997;325666;"(screenplay)  <2,2,1>"
2285997;330295;"(screenplay)  <2,3,2>"
2286681;15530;"(screenplay)  <1,1,1>"
2286681;134794;"(book ""Remembering America: A Voice From the Sixties"")  <2,1,1>"
2287637;253935;"(written by)  <1,1,1>"
2288084;6683;"(written by)  <1,1,1>"
2288257;166080;"(screenplay)  <2,1,1>"
2288257;183319;"(screenplay)  <2,1,2>"
2288257;219239;"(story)  <1,1,1>"
2288257;273477;"(screenplay)  <2,2,2>"
2288257;303094;"(screenplay)  <2,2,1>"
2288625;56800;"(with)  <2,1,1>"
2288625;202365;"(based on the book by) (as Jake La Motta)  <1,1,1>"
2288625;231107;"(screenplay)  <3,2,1>"
2288625;323821;"(with)  <2,2,1>"
2288625;327204;"(screenplay)  <3,1,1>"
2288828;182680;"(screenplay)  <1,1,1>"
2288828;183565;"(story)  <2,2,1>"
2288828;219239;"(story)  <2,1,1>"
2288908;157141;"(screenplay)  <2,1,1>"
2288908;384661;"(story)  <1,1,1>"
2288969;9438;"(screen adaptation)  <3,1,1>"
2288969;70237;"(play)  <1,1,1>"
2288969;234693;"(story)  <2,1,1>"
2288969;298976;"(play) (as C. Randolph)  <1,2,1>"
2289039;23856;"(screenplay)  <2,1,1>"
2289039;253935;"(screenplay)  <2,2,1>"
2289039;253935;"(story)  <1,1,1>"
2289215;6516;"(screenplay)  <1,1,1>"
2289279;78246;"(novel)  <3,1,1>"
2289279;164359;"(adaptation)  <2,1,1>"
2289279;185999;"(screenplay)  <1,1,1>"
2289300;68346;"(written by)  <1,1,1>"
2289300;68351;"(written by)  <1,1,2>"
2290129;211002;"(written by)  <2,2,1>"
2290129;253447;"(characters)  <1,1,1>"
2290129;347673;"(written by)  <2,1,1>"
2290136;52775;"(screenplay)  <3,2,1>"
2290136;172707;"(story)  <2,1,1>"
2290136;253447;"(characters)  <1,1,1>"
2290136;347673;"(screenplay)  <3,1,1>"
2290316;167111;"(screenplay)  <1,3,1>"
2290316;199172;"(screenplay)  <1,1,1>"
2290316;270245;"(screenplay)  <1,2,1>"
2290316;332709;"(play ""King Lear"")"
2290489;2390;"(novel)  <1,1,1>"
2290489;219641;"(screenplay)  <3,1,1>"
2290489;290269;"(adaptation)  <2,1,1>"
2290562;225107;"(writer)"
2290793;164832;"(story)  <1,1,1>"
2290793;167335;"(screenplay)  <2,2,1>"
2290793;224780;"(story)  <1,2,1>"
2290793;293071;"(screenplay)  <2,1,1>"
2291501;175622;""
2291903;139573;"(written by)  <1,1,1>"
2291994;13124;"(suggested by a story by)  <2,1,1>"
2291994;14611;"(suggested by a story by)  <2,2,1>"
2291994;15474;"(written by)  <1,1,1>"
2291994;157141;"(written by)  <1,1,2>"
2292109;21722;"(screenplay)  <1,1,1>"
2292470;135212;"(screenplay)  <2,1,3>"
2292470;218510;"(story ""Herbert West, Re-Animator"")  <1,1,1>"
2292470;266498;"(screenplay) (as William J. Norris)  <2,1,2>"
2292470;277179;"(screenplay)  <2,1,1>"
2292610;164419;"(written by)  <1,1,1>"
2292773;43648;"(written by)  <1,1,1>"
2292920;169384;"(screenplay)"
2292920;169384;"(story)"
2292920;293635;"(screenplay)"
